EmployeeID,Team,Role,Location,CourseTitle,CourseCategory,IsMandatory,EnrollmentDate,CompletionDate,CompletionStatus,Score,DurationMinutes,LastAccessDate,AccessedViaDevice,SkillScore_Communication,SkillScore_TechEfficiency,SkillScore_Teamwork,SkillGapFlag,FeedbackComment,FeedbackRating,UsedScreenReader,Course Completion Time,Average Skill Score,Completion Month
E13653,Facilities,Cleaner,Northfield Office,Building Maintenance,Health & Safety,Yes,15-Jun-19,24-Jun-19,Completed,91,35,16-Sep-19,Tablet,2,1,1,Yes,Needs improvement.,1,No,9,2,June
E11832,Housing Management,Tenancy Support Officer,Northfield Office,Safeguarding Adults,Compliance,Yes,15-Oct-19,3-Nov-19,Completed,74,59,11-Dec-19,Mobile,3,1,5,Yes,Too basic.,2,No,19,-1,November
E16631,Customer Support,Contact Centre Agent,Northfield Office,Effective Communication,Soft Skills,Yes,8-May-19,21-Aug-19,Completed,92,118,11-Nov-19,Tablet,4,1,3,Yes,Very useful.,4,No,105,2,August
E19417,IT,Systems Analyst,Northfield Office,Data Protection,Systems Training,Yes,11-Aug-22,27-Nov-22,Completed,61,94,22-Dec-22,Tablet,5,1,5,Yes,Needs improvement.,1,No,108,1,November
E11659,IT,IT Support Officer,Trafford Branch,Cybersecurity Essentials,Systems Training,Yes,23-Dec-19,3-Jan-20,Completed,88,96,24-Mar-20,Tablet,4,1,2,Yes,Needs improvement.,1,No,11,3,January
E19141,Customer Support,Support Specialist,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,18-Jun-20,23-Jun-20,Completed,61,103,11-Jul-20,Desktop,3,1,5,Yes,Very useful.,4,No,5,-1,June
E17953,IT,IT Support Officer,Trafford Branch,System Troubleshooting,Systems Training,Yes,21-May-19,29-May-19,Completed,78,46,10-Jul-19,Tablet,5,1,3,Yes,Needs improvement.,1,No,8,3,May
E13671,Repairs,Plumber,Trafford Branch,Electrical Safety,Health & Safety,Yes,29-Dec-21,18-Jan-22,Completed,78,57,14-Feb-22,Desktop,5,1,1,Yes,Too basic.,2,No,20,5,January
E19032,Customer Support,Support Specialist,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,23-Jan-19,2-Mar-19,Completed,78,88,2-Apr-19,Tablet,5,1,5,Yes,Very useful.,4,No,38,1,March
E12467,Customer Support,Support Specialist,Wythenshawe Central,Handling Difficult Conversations,Soft Skills,Yes,10-Nov-24,30-Nov-24,Completed,93,77,6-Dec-24,Mobile,1,1,5,Yes,Very useful.,4,No,20,-3,November
E12202,Housing Management,Tenancy Support Officer,Civic Centre Hub,Safeguarding Adults,Compliance,Yes,4-Apr-21,7-Apr-21,Completed,83,52,16-Apr-21,Tablet,4,1,5,Yes,Very useful.,4,No,3,0,April
E15293,Customer Support,Support Specialist,Northfield Office,Effective Communication,Soft Skills,Yes,13-Jan-20,19-Jan-20,Completed,96,120,30-Mar-20,Desktop,1,1,2,Yes,Great course.,4,No,6,0,January
E11358,Finance,Accounts Officer,Northfield Office,Financial Regulations,Finance,Yes,4-Oct-21,9-Oct-21,Completed,71,91,25-Dec-21,Desktop,1,1,2,Yes,Very useful.,4,No,5,0,October
E15028,Housing Management,Lettings Coordinator,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,7-Jan-20,14-Jul-20,Completed,62,85,27-Aug-20,Mobile,3,1,4,Yes,Excellent content.,5,No,189,0,July
E11577,Repairs,Maintenance Technician,Trafford Branch,Electrical Safety,Health & Safety,Yes,21-Sep-24,24-Sep-24,Completed,61,67,27-Oct-24,Tablet,4,1,1,Yes,Excellent content.,5,No,3,4,September
E16790,IT,IT Support Officer,Trafford Branch,Data Protection,Systems Training,Yes,10-Apr-20,18-Oct-20,Completed,83,48,19-Dec-20,Mobile,2,1,2,Yes,Too basic.,2,No,191,1,October
E11037,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,22-Jan-24,4-Feb-24,Completed,72,96,2-May-24,Desktop,5,1,2,Yes,Excellent content.,5,No,13,4,February
E19635,IT,Systems Analyst,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,5-Jun-24,11-Jun-24,Completed,86,116,7-Sep-24,Tablet,2,1,5,Yes,Too basic.,2,No,6,-2,June
E17030,Finance,Finance Analyst,Civic Centre Hub,Payroll Compliance,Compliance,Yes,8-Oct-24,17-Oct-24,Completed,69,79,16-Jan-25,Desktop,2,1,1,Yes,Very useful.,4,No,9,2,October
E15530,Repairs,Plumber,Civic Centre Hub,Manual Handling,Compliance,Yes,22-May-18,1-Jun-18,Completed,91,99,6-Jun-18,Mobile,1,1,2,Yes,Needs improvement.,1,No,10,0,June
E15876,Customer Support,Customer Service Advisor,Trafford Branch,Effective Communication,Soft Skills,Yes,14-Feb-20,19-Feb-20,Completed,60,78,28-Apr-20,Mobile,1,1,4,Yes,Too basic.,2,No,5,-2,February
E14253,IT,IT Support Officer,Trafford Branch,Cybersecurity Essentials,Systems Training,Yes,6-Mar-23,16-Mar-23,Completed,70,84,29-Apr-23,Desktop,2,1,5,Yes,Excellent content.,5,No,10,-2,March
E17939,Customer Support,Support Specialist,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,2-Dec-21,16-Dec-21,Completed,77,68,20-Mar-22,Mobile,5,1,2,Yes,Needs improvement.,1,No,14,4,December
E13622,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,23-Jan-19,2-Dec-19,Completed,91,36,1-Mar-20,Mobile,5,1,1,Yes,Excellent content.,5,No,313,5,December
E13635,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,11-Oct-18,26-Oct-18,Completed,64,38,26-Nov-18,Tablet,4,1,4,Yes,Too basic.,2,No,15,1,October
E11039,Facilities,Cleaner,Wythenshawe Central,Cleaning Protocols,Health & Safety,Yes,3-Apr-23,15-Apr-23,Completed,70,79,4-Jun-23,Tablet,5,1,1,Yes,Too basic.,2,No,12,5,April
E15036,Repairs,Plumber,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,9-Feb-23,21-Sep-23,Completed,88,81,26-Dec-23,Tablet,1,1,3,Yes,Very useful.,4,No,224,-1,September
E15143,IT,IT Support Officer,Civic Centre Hub,System Troubleshooting,Systems Training,Yes,22-Sep-23,7-Oct-23,Completed,91,99,19-Oct-23,Desktop,5,1,5,Yes,Great course.,4,No,15,1,October
E13996,Housing Management,Housing Officer,Northfield Office,Conflict Resolution,Soft Skills,Yes,9-Feb-20,14-Feb-20,Completed,68,66,4-May-20,Tablet,5,1,3,Yes,Too basic.,2,No,5,3,February
E19772,Housing Management,Tenancy Support Officer,Wythenshawe Central,Conflict Resolution,Soft Skills,Yes,10-Sep-21,26-Sep-21,Completed,92,62,9-Nov-21,Tablet,1,1,2,Yes,Too basic.,2,No,16,0,September
E13880,IT,IT Support Officer,Northfield Office,Data Protection,Systems Training,Yes,11-Feb-22,14-Nov-22,Completed,86,73,28-Jan-23,Tablet,1,1,4,Yes,Too basic.,2,No,276,-2,November
E15952,Facilities,Cleaner,Wythenshawe Central,Cleaning Protocols,Health & Safety,Yes,27-Dec-23,13-Jan-24,Completed,97,119,6-Mar-24,Mobile,4,1,5,Yes,Great course.,4,No,17,0,January
E16180,IT,IT Support Officer,Trafford Branch,Data Protection,Systems Training,Yes,29-Sep-22,15-Oct-22,Completed,100,83,23-Nov-22,Mobile,2,1,4,Yes,Great course.,4,No,16,-1,October
E12629,Facilities,Cleaner,Trafford Branch,Building Maintenance,Health & Safety,Yes,5-Jan-19,13-May-19,Completed,60,59,2-Aug-19,Desktop,3,1,2,Yes,Needs improvement.,1,No,128,2,May
E18374,Housing Management,Housing Officer,Trafford Branch,Safeguarding Adults,Compliance,Yes,22-May-20,24-May-20,Completed,61,74,21-Jun-20,Mobile,5,1,4,Yes,Very useful.,4,No,2,2,May
E19685,Facilities,Facilities Manager,Wythenshawe Central,Cleaning Protocols,Health & Safety,Yes,10-Feb-19,10-Sep-19,Completed,68,115,20-Nov-19,Desktop,4,1,3,Yes,Great course.,4,No,212,2,September
E19508,IT,Network Technician,Civic Centre Hub,System Troubleshooting,Systems Training,Yes,10-Mar-19,28-Mar-19,Completed,73,69,28-Apr-19,Tablet,2,1,1,Yes,Needs improvement.,1,No,18,2,March
E15027,Facilities,Cleaner,Northfield Office,Building Maintenance,Health & Safety,Yes,29-Jul-23,14-Aug-23,Completed,86,53,24-Aug-23,Tablet,2,1,2,Yes,Very useful.,4,No,16,1,August
E12419,Facilities,Facilities Manager,Trafford Branch,Building Maintenance,Health & Safety,Yes,31-May-19,17-Jun-19,Completed,98,34,31-Jul-19,Desktop,3,1,1,Yes,Needs improvement.,1,No,17,3,June
E14920,Finance,Accounts Officer,Civic Centre Hub,Financial Regulations,Finance,Yes,7-Apr-20,10-Apr-20,Completed,67,75,12-Apr-20,Mobile,5,1,4,Yes,Needs improvement.,1,No,3,2,April
E12209,Customer Support,Support Specialist,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,2-Nov-19,9-Nov-19,Completed,94,59,22-Jan-20,Desktop,2,1,4,Yes,Too basic.,2,No,7,-1,November
E17600,Housing Management,Lettings Coordinator,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,12-Sep-23,16-Sep-23,Completed,80,109,28-Oct-23,Mobile,1,1,5,Yes,Great course.,4,No,4,-3,September
E11427,Repairs,Electrician,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,7-Jun-21,18-Jun-21,Completed,65,39,2-Jul-21,Tablet,4,1,3,Yes,Very useful.,4,No,11,2,June
E18813,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,31-Oct-18,20-Nov-18,Completed,94,118,29-Jan-19,Desktop,5,1,4,Yes,Needs improvement.,1,No,20,2,November
E15931,Finance,Finance Analyst,Wythenshawe Central,Payroll Compliance,Compliance,Yes,7-Dec-18,9-Dec-18,Completed,82,83,2-Jan-19,Desktop,1,1,3,Yes,Excellent content.,5,No,2,-1,December
E15036,Repairs,Plumber,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,3-Aug-23,20-Aug-23,Completed,84,69,27-Nov-23,Desktop,2,1,4,Yes,Needs improvement.,1,No,17,-1,August
E12342,Repairs,Electrician,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,18-Oct-20,24-Oct-20,Completed,76,76,21-Nov-20,Tablet,3,1,3,Yes,Excellent content.,5,No,6,1,October
E14457,Customer Support,Support Specialist,Northfield Office,Effective Communication,Soft Skills,Yes,17-May-22,19-May-22,Completed,61,59,21-Jul-22,Tablet,1,1,5,Yes,Excellent content.,5,No,2,-3,May
E15972,Repairs,Plumber,Trafford Branch,Manual Handling,Compliance,Yes,27-Aug-21,9-Oct-21,Completed,77,68,23-Oct-21,Desktop,2,1,4,Yes,Excellent content.,5,No,43,-1,October
E18005,Facilities,Facilities Manager,Northfield Office,Cleaning Protocols,Health & Safety,Yes,11-May-18,11-Oct-18,Completed,62,60,7-Nov-18,Desktop,3,1,2,Yes,Excellent content.,5,No,153,2,October
E12374,Finance,Accounts Officer,Wythenshawe Central,GDPR Basics,Compliance,Yes,19-Apr-18,6-May-18,Completed,84,46,23-May-18,Desktop,4,1,1,Yes,Needs improvement.,1,No,17,4,May
E14064,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,28-Feb-23,9-Mar-23,Completed,94,45,24-Mar-23,Desktop,2,1,5,Yes,Needs improvement.,1,No,9,-2,March
E13723,Finance,Accounts Officer,Trafford Branch,Payroll Compliance,Compliance,Yes,26-Jun-20,3-Jul-20,Completed,96,116,9-Sep-20,Desktop,3,1,5,Yes,Excellent content.,5,No,7,-1,July
E14245,Repairs,Maintenance Technician,Trafford Branch,Electrical Safety,Health & Safety,Yes,8-Aug-20,19-Aug-20,Completed,86,101,13-Nov-20,Tablet,1,1,2,Yes,Excellent content.,5,No,11,0,August
E12427,Housing Management,Lettings Coordinator,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,4-Mar-20,4-Aug-20,Completed,94,55,18-Aug-20,Desktop,5,1,1,Yes,Great course.,4,No,153,5,August
E15531,Repairs,Electrician,Trafford Branch,Electrical Safety,Health & Safety,Yes,4-Jan-20,13-Apr-20,Completed,82,94,15-Apr-20,Desktop,4,1,4,Yes,Great course.,4,No,100,1,April
E12373,IT,Systems Analyst,Trafford Branch,System Troubleshooting,Systems Training,Yes,3-Jun-19,10-Jun-19,Completed,60,31,18-Aug-19,Tablet,5,1,3,Yes,Very useful.,4,No,7,3,June
E17278,Customer Support,Customer Service Advisor,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,10-Aug-20,25-Aug-20,Completed,67,61,4-Sep-20,Tablet,1,1,2,Yes,Needs improvement.,1,No,15,0,August
E14084,IT,Systems Analyst,Northfield Office,Data Protection,Systems Training,Yes,22-Nov-21,30-Nov-21,Completed,67,37,20-Jan-22,Mobile,2,1,2,Yes,Excellent content.,5,No,8,1,November
E11482,Facilities,Cleaner,Civic Centre Hub,Building Maintenance,Health & Safety,Yes,28-Apr-19,5-Aug-19,Completed,91,71,12-Aug-19,Tablet,1,1,1,Yes,Great course.,4,No,99,1,August
E15717,Facilities,Facilities Manager,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,1-Mar-22,3-Mar-22,Completed,81,40,10-Jun-22,Mobile,1,1,5,Yes,Too basic.,2,No,2,-3,March
E14696,Customer Support,Contact Centre Agent,Wythenshawe Central,Effective Communication,Soft Skills,Yes,27-Jul-18,16-Aug-18,Completed,92,59,26-Aug-18,Tablet,1,1,5,Yes,Excellent content.,5,No,20,-3,August
E11859,Housing Management,Tenancy Support Officer,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,30-Nov-21,19-Dec-21,Completed,69,61,12-Feb-22,Tablet,1,1,4,Yes,Very useful.,4,No,19,-2,December
E16443,IT,IT Support Officer,Civic Centre Hub,Data Protection,Systems Training,Yes,28-Feb-19,3-Dec-19,Completed,85,68,23-Feb-20,Tablet,5,1,3,Yes,Great course.,4,No,278,3,December
E17490,Housing Management,Tenancy Support Officer,Wythenshawe Central,Conflict Resolution,Soft Skills,Yes,24-Nov-23,6-Dec-23,Completed,78,42,23-Jan-24,Mobile,2,1,1,Yes,Needs improvement.,1,No,12,2,December
E17837,Finance,Finance Analyst,Trafford Branch,GDPR Basics,Compliance,Yes,29-May-23,4-Jun-23,Completed,61,65,13-Jun-23,Tablet,2,1,5,Yes,Excellent content.,5,No,6,-2,June
E17570,Housing Management,Lettings Coordinator,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,3-Apr-19,11-Apr-19,Completed,74,45,15-Jul-19,Mobile,4,1,5,Yes,Needs improvement.,1,No,8,0,April
E11870,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,15-Apr-24,24-Apr-24,Completed,60,39,22-Jun-24,Tablet,4,1,2,Yes,Excellent content.,5,No,9,3,April
E14064,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,7-Jun-23,17-Jun-23,Completed,66,48,22-Aug-23,Desktop,1,1,5,Yes,Too basic.,2,No,10,-3,June
E14276,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,19-Sep-21,29-Sep-21,Completed,85,102,13-Nov-21,Mobile,5,1,3,Yes,Great course.,4,No,10,3,September
E16199,Customer Support,Support Specialist,Northfield Office,Customer Service Skills,Soft Skills,Yes,24-Aug-19,30-Aug-19,Completed,86,114,24-Oct-19,Tablet,3,1,3,Yes,Excellent content.,5,No,6,1,August
E11655,Housing Management,Lettings Coordinator,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,24-Dec-22,1-Jul-23,Completed,88,46,15-Sep-23,Tablet,5,1,1,Yes,Needs improvement.,1,No,189,5,July
E19587,Facilities,Facilities Manager,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,6-May-20,25-May-20,Completed,87,87,13-Jun-20,Mobile,5,1,4,Yes,Excellent content.,5,No,19,2,May
E18242,Finance,Accounts Officer,Trafford Branch,Payroll Compliance,Compliance,Yes,7-Oct-24,25-Oct-24,Completed,77,40,30-Nov-24,Mobile,3,1,2,Yes,Very useful.,4,No,18,2,October
E15717,Facilities,Facilities Manager,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,30-Mar-22,4-May-22,Completed,86,57,29-Jun-22,Desktop,1,1,4,Yes,Needs improvement.,1,No,35,-2,May
E19635,IT,Systems Analyst,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,22-Jun-24,9-Jul-24,Completed,65,56,2-Aug-24,Tablet,1,1,5,Yes,Very useful.,4,No,17,-3,July
E14516,Finance,Payroll Specialist,Trafford Branch,GDPR Basics,Compliance,Yes,15-Mar-21,1-Apr-21,Completed,60,47,20-May-21,Mobile,3,1,2,Yes,Needs improvement.,1,No,17,2,April
E15027,Finance,Payroll Specialist,Northfield Office,Payroll Compliance,Compliance,Yes,21-Sep-18,25-Sep-18,Completed,64,70,18-Oct-18,Mobile,5,1,5,Yes,Needs improvement.,1,No,4,1,September
E11980,Housing Management,Housing Officer,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,22-May-19,6-Oct-19,Completed,74,111,9-Jan-20,Desktop,4,1,1,Yes,Great course.,4,No,137,4,October
E15127,Facilities,Facilities Manager,Northfield Office,Cleaning Protocols,Health & Safety,Yes,13-May-19,22-May-19,Completed,70,87,28-Aug-19,Desktop,5,1,1,Yes,Very useful.,4,No,9,5,May
E12084,Customer Support,Support Specialist,Northfield Office,Effective Communication,Soft Skills,Yes,1-Oct-19,12-Oct-19,Completed,66,104,7-Jan-20,Mobile,3,1,5,Yes,Great course.,4,No,11,-1,October
E14022,Housing Management,Housing Officer,Northfield Office,Safeguarding Adults,Compliance,Yes,22-Apr-19,29-Apr-19,Completed,61,74,18-Jun-19,Desktop,4,1,3,Yes,Great course.,4,No,7,2,April
E13608,IT,Systems Analyst,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,14-Sep-21,1-Oct-21,Completed,62,56,12-Dec-21,Tablet,1,1,1,Yes,Needs improvement.,1,No,17,1,October
E19432,Housing Management,Housing Officer,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,28-Dec-23,13-Jan-24,Completed,67,38,13-Jan-24,Desktop,4,1,1,Yes,Excellent content.,5,No,16,4,January
E14128,Facilities,Building Services Assistant,Trafford Branch,Health & Safety Basics,Health & Safety,Yes,14-Dec-20,20-Dec-20,Completed,94,46,13-Mar-21,Tablet,1,1,4,Yes,Very useful.,4,No,6,-2,December
E16572,Repairs,Plumber,Wythenshawe Central,Fire Safety,Compliance,Yes,28-Mar-25,31-Mar-25,Completed,61,32,13-Jun-25,Mobile,2,1,5,Yes,Excellent content.,5,No,3,-2,March
E19257,Customer Support,Support Specialist,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,Yes,14-Apr-18,28-Apr-18,Completed,78,31,29-May-18,Desktop,4,1,3,Yes,Very useful.,4,No,14,2,April
E18964,Facilities,Cleaner,Northfield Office,Health & Safety Basics,Health & Safety,Yes,25-Jun-21,14-Jul-21,Completed,93,71,22-Sep-21,Desktop,5,1,5,Yes,Great course.,4,No,19,1,July
E12899,Repairs,Electrician,Northfield Office,Manual Handling,Compliance,Yes,11-Jan-24,14-Jan-24,Completed,89,109,28-Feb-24,Mobile,3,1,1,Yes,Too basic.,2,No,3,3,January
E11413,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,5-Dec-24,21-Dec-24,Completed,91,78,28-Feb-25,Tablet,3,1,3,Yes,Excellent content.,5,No,16,1,December
E19711,Repairs,Electrician,Wythenshawe Central,Fire Safety,Compliance,Yes,21-Jun-22,7-Sep-22,Completed,83,37,5-Nov-22,Tablet,2,1,4,Yes,Very useful.,4,No,78,-1,September
E11393,Finance,Finance Analyst,Civic Centre Hub,Payroll Compliance,Compliance,Yes,27-Feb-20,3-Jul-20,Completed,78,65,26-Jul-20,Desktop,2,1,1,Yes,Very useful.,4,No,127,2,July
E11815,Repairs,Electrician,Northfield Office,Fire Safety,Compliance,Yes,4-Jul-18,15-Jul-18,Completed,71,97,23-Aug-18,Mobile,5,1,1,Yes,Needs improvement.,1,No,11,5,July
E17057,Facilities,Building Services Assistant,Trafford Branch,Cleaning Protocols,Health & Safety,Yes,10-Aug-20,15-Oct-20,Completed,62,66,31-Dec-20,Tablet,5,1,2,Yes,Too basic.,2,No,66,4,October
E11413,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,25-Mar-24,29-Mar-24,Completed,90,51,8-Apr-24,Tablet,3,1,5,Yes,Great course.,4,No,4,-1,March
E14579,Finance,Finance Analyst,Northfield Office,Payroll Compliance,Compliance,Yes,30-Nov-22,16-Dec-22,Completed,68,87,29-Dec-22,Desktop,3,1,3,Yes,Great course.,4,No,16,1,December
E13166,Housing Management,Tenancy Support Officer,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,3-Jul-21,5-Jul-21,Completed,76,50,19-Sep-21,Tablet,1,1,4,Yes,Needs improvement.,1,No,2,-2,July
E15683,Customer Support,Support Specialist,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,Yes,9-Jan-24,12-Jan-24,Completed,72,83,6-Apr-24,Tablet,4,1,3,Yes,Great course.,4,No,3,2,January
E15027,Finance,Payroll Specialist,Northfield Office,Payroll Compliance,Compliance,Yes,16-Oct-18,23-Oct-18,Completed,66,44,12-Dec-18,Desktop,4,1,1,Yes,Very useful.,4,No,7,4,October
E11419,Facilities,Building Services Assistant,Trafford Branch,Cleaning Protocols,Health & Safety,Yes,13-Sep-18,27-Sep-18,Completed,70,108,10-Oct-18,Tablet,1,2,5,Yes,Too basic.,2,No,14,-2,September
E19438,Housing Management,Tenancy Support Officer,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,7-Apr-21,22-Apr-21,Completed,63,75,27-Apr-21,Tablet,2,2,1,Yes,Too basic.,2,No,15,3,April
E12460,IT,IT Support Officer,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,27-Jun-23,7-Aug-23,Completed,67,120,20-Oct-23,Mobile,3,2,1,Yes,Excellent content.,5,No,41,4,August
E12081,IT,Systems Analyst,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,10-May-21,19-Oct-21,Completed,70,84,21-Nov-21,Mobile,1,2,4,Yes,Needs improvement.,1,No,162,-1,October
E17465,IT,Systems Analyst,Trafford Branch,Data Protection,Systems Training,Yes,2-Feb-21,20-Feb-21,Completed,62,90,13-May-21,Desktop,1,2,2,Yes,Too basic.,2,No,18,1,February
E15490,IT,Systems Analyst,Wythenshawe Central,Data Protection,Systems Training,Yes,23-Nov-19,6-Dec-19,Completed,92,82,3-Feb-20,Tablet,4,2,2,Yes,Excellent content.,5,No,13,4,December
E11076,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,26-Jul-21,5-Aug-21,Completed,87,34,17-Aug-21,Desktop,5,2,2,Yes,Too basic.,2,No,10,5,August
E12203,Housing Management,Housing Officer,Northfield Office,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,19-Aug-20,24-Aug-20,Completed,92,35,29-Aug-20,Mobile,3,2,1,Yes,Excellent content.,5,No,5,4,August
E15530,Repairs,Plumber,Civic Centre Hub,Manual Handling,Compliance,Yes,19-Jun-18,2-Jul-18,Completed,66,48,7-Aug-18,Tablet,3,2,3,Yes,Too basic.,2,No,13,2,July
E16675,Repairs,Maintenance Technician,Trafford Branch,Manual Handling,Compliance,Yes,10-Aug-22,30-Aug-22,Completed,82,59,20-Oct-22,Tablet,2,2,2,Yes,Needs improvement.,1,No,20,2,August
E16396,Facilities,Building Services Assistant,Trafford Branch,Building Maintenance,Health & Safety,Yes,9-Nov-24,24-Nov-24,Completed,99,46,24-Feb-25,Tablet,4,2,4,Yes,Too basic.,2,No,15,2,November
E19449,Repairs,Maintenance Technician,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,8-Apr-23,22-Aug-23,Completed,94,91,4-Oct-23,Tablet,1,2,3,Yes,Needs improvement.,1,No,136,0,August
